3200,3,4,121.408055
3200,4,4,120.828537
3200,5,4,119.448568
3200,6,4,120.065228
3200,7,4,146.187183
3200,8,4,144.448067
3200,9,4,144.579034
3200,10,4,145.118635
3200,1,8,226.727063
3200,2,8,289.131324
3200,3,8,280.277869
3200,4,8,284.416943
3200,5,8,297.680788
3200,6,8,274.695288
3200,7,8,162.104287
3200,8,8,80.501516
3200,9,8,79.349220
3200,10,8,79.595528
3200,1,16,49.706060
3200,2,16,49.698441
3200,3,16,50.002025
3200,4,16,51.016695
3200,5,16,50.475517
3200,6,16,50.842556
3200,7,16,49.437792
3200,8,16,51.813277
3200,9,16,51.752851
3200,10,16,50.641793
3200,1,32,26.298403
3200,2,32,25.690330
3200,3,32,26.033609
3200,4,32,26.342320
3200,5,32,26.143622
3200,6,32,26.036481
3200,7,32,26.181470
3200,8,32,25.816117
3200,9,32,25.929364
3200,10,32,26.590014
3200,1,2,229.606286
3200,2,2,223.285778
3200,3,2,219.413168
3200,4,2,224.351568
3200,5,2,224.040223
3200,6,2,197.965442
3200,7,2,203.564130
3200,8,2,227.656777
3200,9,2,228.589737
3200,10,2,217.525687
3200,1,4,125.897446
3200,2,4,140.310034
3200,3,4,129.075664
3200,4,4,129.597574
3200,5,4,128.794749
3200,6,4,130.244638
3200,7,4,121.814221
3200,8,4,120.496169
3200,9,4,130.289878
3200,10,4,115.894588
3200,1,8,100.859129
3200,2,8,94.284286
3200,3,8,95.715792
3200,4,8,95.948317
3200,5,8,96.236010
3200,6,8,95.013614
3200,7,8,95.647517
3200,8,8,93.553932
3200,9,8,95.910709
3200,10,8,95.440834
3200,1,16,49.262596
3200,2,16,49.403046
3200,3,16,49.404131
3200,4,16,49.501769
3200,5,16,49.411742
3200,6,16,49.395374
3200,7,16,49.611984
3200,8,16,50.641524
3200,9,16,49.732255
3200,10,16,52.668393
3200,1,32,24.869970
3200,2,32,25.108030
3200,3,32,25.076434
3200,4,32,25.047483
3200,5,32,25.159424
3200,6,32,25.090747
3200,7,32,25.202869
3200,8,32,25.587942
3200,9,32,25.104550
3200,10,32,24.913864
3200,1,2,195.241135
3200,2,2,194.195060
3200,3,2,194.842898
3200,4,2,194.689849
3200,5,2,209.379180
3200,6,2,197.541622
3200,7,2,197.169138
3200,8,2,197.423219
3200,9,2,199.507465
3200,10,2,197.174417
3200,1,4,114.860584
3200,2,4,114.928741
3200,3,4,115.237813
3200,4,4,113.713303
3200,5,4,116.345974
3200,6,4,120.995663
3200,7,4,121.682037
3200,8,4,118.218543
3200,9,4,113.809453
3200,10,4,113.449693
3200,1,8,93.608753
3200,2,8,93.066726
3200,3,8,93.786501
3200,4,8,93.093652
3200,5,8,97.967309
3200,6,8,94.691749
3200,7,8,93.689186
3200,8,8,93.046620
3200,9,8,94.472317
3200,10,8,94.713460
3200,1,16,48.737282
3200,2,16,48.791326
3200,3,16,49.203656
3200,4,16,48.905271
3200,5,16,48.852576
3200,6,16,49.246156
3200,7,16,55.988742
3200,8,16,52.315503
3200,9,16,52.811301
3200,10,16,51.878999
3200,1,32,57.844792
3200,2,32,53.476341
3200,3,32,25.108619
3200,4,32,22.861325
3200,5,32,21.033411
3200,6,32,21.099984
3200,7,32,21.076709
3200,8,32,21.106945
3200,9,32,21.239408
3200,10,32,20.979218
3200,1,2,208.208345
3200,2,2,204.533482
3200,3,2,215.883981
3200,4,2,215.192637
3200,5,2,203.643342
3200,6,2,201.407314
3200,7,2,221.549315
3200,8,2,218.191840
3200,9,2,220.593816
3200,10,2,217.241211
3200,1,4,124.605121
3200,2,4,128.046296
3200,3,4,129.349183
3200,4,4,128.509564
3200,5,4,124.669567
3200,6,4,125.733485
3200,7,4,126.901087
3200,8,4,120.145554
3200,9,4,122.938166
